"","ID","Post_URL","Img_URL","Likes","Owner","Text","Date"
"417","B1vzmWWJb_f","http://instagram.com/p/B1vzmWWJb_f","https://instagram.fgdl2-2.fna.fbcdn.net/v/t51.2885-15/69814071_481796599280449_1932889481579994454_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.fgdl2-2.fna.fbcdn.net&_nc_cat=101&_nc_ohc=mwIHbwNqdw4AX-rINui&edm=ABZsPhsBAAAA&ccb=7-5&oh=00_AT_g1uO9V2TGdPSebJ71gJfwGi7yShfBakeOOZa38IMIrw&oe=62A6E350&_nc_sid=4efc9f","551","20385897","¡Atención! El primer centro universitario especializado en deportes electrónicos en Latinoamérica abrió, Ubicada en el  @teccampusgdl permitirá entrenar videojuegos y desarrollar competencias interpersonales. Gracias por el gran apoyo de @alienware  y @dell 🎮 #esports #teccampusgdl #tecdemonterrey #alienware #soytec","2019-08-29 06:55:19"
"418","B1r2esJnT5v","http://instagram.com/p/B1r2esJnT5v","https://instagram.fgdl2-2.fna.fbcdn.net/v/t51.2885-15/67598384_369960317018749_7359325462769842587_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.fgdl2-2.fna.fbcdn.net&_nc_cat=101&_nc_ohc=7Gdsof1REsYAX_atHaA&edm=ABZsPhsBAAAA&ccb=7-5&oh=00_AT9CzmhQW4hOYQLPepXphelEGN2BEVYJ0UHqi2hxYctyug&oe=62A792A3&_nc_sid=4efc9f","727","40147482","🔥🎮Esports Arena Borregos, el primer espacio universitario para gamers en Latinoamérica está en #TECcampusGDL 🙌🏻💙","2019-08-27 18:03:32"
"419","B1maY40nAjL","http://instagram.com/p/B1maY40nAjL","https://instagram.fgdl2-1.fna.fbcdn.net/v/t51.2885-15/69129386_656543584834287_15124359141071294_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.fgdl2-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=-6x2i4SSptcAX_8eGbB&edm=ABZsPhsBAAAA&ccb=7-5&oh=00_AT8BYQVPLVD5xw_gS-s-jmCBNC9YEQROxk-0t1Zs0qXBEQ&oe=62A726E5&_nc_sid=4efc9f","123","1401218795","Monster Cookies -  Doble chocolate .  Belka, Repostería Urbana .  #gdlfoodies #gdlfoodie #foodiegdl #foodiesgdl #foodiesgdlmx  #restaurantesenguadalajara #pasteleriagdl #pasteleriasguadalajara #comidaengdl #postresguadalajara #providenciagdl #laminerva #ventasgdl #ventasguadalajara #coloniaamericana #iteso #emprendedoresgdl #emprendedoresgdl #upgdl #teccampusgdl #prepatecgdl #UAG #manhattan #mercadoandares #mercadoméxico #guadalajara #zapopan #gdl #puntosaopaulo #enGDL","2019-08-25 15:21:52"
"420","B1d5Iy8jjA5","http://instagram.com/p/B1d5Iy8jjA5","https://instagram.fgdl2-1.fna.fbcdn.net/v/t51.2885-15/67429067_130747834868832_1523486959880789730_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=instagram.fgdl2-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=2ks0OlhIjtoAX86PxvC&edm=ABZsPhsBAAAA&ccb=7-5&oh=00_AT9Voqgf7RwJ0wjJqMhtGMSbVRGvVA1HcIbEuzJj5pp0Iw&oe=62A791F7&_nc_sid=4efc9f","40","8070870403","🏖 Haz la vida lo mejor que pueda ser, siempre ☀️ Aprovecha tu vida y hazla grande. Que nada te detenga en tu camino al éxito personal 🏔 - - ¡Sigue @mentalidadmotivada para motivacion diaria! - - #viaje #vivir #motivacion #zapopan #teccampusgdl #mexico #travelguide #mar #playa #sol #personal #feliz #mochilazo","2019-08-22 07:57:23"
"421","B1aMNpvHC3u","http://instagram.com/p/B1aMNpvHC3u","https://instagram.fgdl2-2.fna.fbcdn.net/v/t51.2885-15/67120344_673313636516741_8410942355523567475_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.fgdl2-2.fna.fbcdn.net&_nc_cat=105&_nc_ohc=AfMlatjfGdYAX9DxzeQ&edm=ABZsPhsBAAAA&ccb=7-5&oh=00_AT8kxxLrzjW3IU7dvNW1whrSCNh8laSPWgEBN3eeSLmvLg&oe=62A21E6C&_nc_sid=4efc9f","322","20385897","😉👉🏻Somos un equipo, somos transformadores, somos #LiFE 💙🎉 📝Guión: Natalia Sanromán 📹Video: Samu Sandoval y Lalo Ramirez 👱🏼‍♀️ Isis Uribe Guzman #SoyBorrego #SoyLIFE #teccampusgdl #TecCampusSon #TecCampusSin #TecCampusAgs #TecCampusZac #teccampuscob #tecdemonterrey","2019-08-20 21:30:40"
"422","B1Z7jb_HK5z","http://instagram.com/p/B1Z7jb_HK5z","https://instagram.fgdl2-1.fna.fbcdn.net/v/t51.2885-15/67114179_455175268661431_4168738127366750143_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.fgdl2-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=SEJoC_fYoEQAX9oc3Xv&edm=ABZsPhsBAAAA&ccb=7-5&oh=00_AT86mSaQs3ylV9l6aP-hMIRgfKXt_VVdnRzyOLU5Qu_kmA&oe=62A24AE5&_nc_sid=4efc9f","156","1401218795","B e l k a  R e p o s t e r í a  U r b a n a . .  #gdlfoodies #gdlfoodie #foodiegdl #foodiesgdl #foodiesgdlmx  #restaurantesenguadalajara #pasteleriagdl #pasteleriasguadalajara #comidaengdl #postresguadalajara #providenciagdl #laminerva #ventasgdl #ventasguadalajara #coloniaamericana #iteso #emprendedoresgdl #emprendedoresgdl #upgdl #teccampusgdl #prepatecgdl #UAG #manhattan #mercadoandares #mercadoméxico #guadalajara #zapopan #gdl #puntosaopaulo #enGDL","2019-08-20 19:01:41"
"423","B1RUKc5HqWh","http://instagram.com/p/B1RUKc5HqWh","https://instagram.fgdl2-1.fna.fbcdn.net/v/t51.2885-15/67060511_1291565684354448_7921057977602715298_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.fgdl2-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=3pA4ozYSpE0AX-RZZrn&edm=ABZsPhsBAAAA&ccb=7-5&oh=00_AT9k1F8_0frXFlX8870jXTL4ykRbjMUesVVKXZDzvyHN0A&oe=62A76C21&_nc_sid=4efc9f","89","1401218795","Visita nuestra tienda  R e p o s t e r í a  U r b a n a . 📌 Ubicación: Calle  Lincoln 149,  cruce  Av. Justo Sierra . Col.  Vallarta Norte .  #gdlfoodies #gdlfoodie #foodiegdl #foodiesgdl #foodiesgdlmx  #restaurantesenguadalajara #pasteleriagdl #pasteleriasguadalajara #comidaengdl #postresguadalajara #providenciagdl #laminerva #ventasgdl #ventasguadalajara #coloniaamericana #iteso #emprendedoresgdl #emprendedoresgdl #upgdl #teccampusgdl #prepatecgdl #UAG #manhattan #mercadoandares #mercadoméxico #guadalajara #zapopan #gdl #puntosaopaulo #enGDL","2019-08-17 10:43:25"
"424","B1PJXtuH12a","http://instagram.com/p/B1PJXtuH12a","https://instagram.fgdl2-1.fna.fbcdn.net/v/t51.2885-15/69014965_117638355963715_3595781990419793239_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=instagram.fgdl2-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=BsOpYB20eDgAX-G-05f&edm=ABZsPhsBAAAA&ccb=7-5&oh=00_AT8lsoc-qr8Pp7mlpoAOU3L8JSHcduVzlrCzzHMXSJB74Q&oe=62A5DE1F&_nc_sid=4efc9f","26","18243238622","Applications now open!","2019-08-16 14:30:37"
"425","B1PILSrH_aL","http://instagram.com/p/B1PILSrH_aL","https://instagram.fgdl2-2.fna.fbcdn.net/v/t51.2885-15/67565703_699858873848697_7787729214367352725_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.fgdl2-2.fna.fbcdn.net&_nc_cat=109&_nc_ohc=cBmsvgxXHqYAX95qUoO&edm=ABZsPhsBAAAA&ccb=7-5&oh=00_AT_y5iCiO3_F_gecTaNx5a7S1s79EFFBKaUyeWIcFxBNlA&oe=62A73AE9&_nc_sid=4efc9f","157","1401218795","New York Cookie  R O L  D E  C A N E L A  Belka, Repostería Urbana . 📍 C. Lincoln  149 . Entre Av. Justo Sierra y Golfo de Cortés . Col. Vallarta Norte .  #gdlfoodies #gdlfoodie #foodiegdl #foodiesgdl #foodiesgdlmx  #restaurantesenguadalajara #pasteleriagdl #pasteleriasguadalajara #comidaengdl #postresguadalajara #providenciagdl #laminerva #ventasgdl #ventasguadalajara #coloniaamericana #iteso #emprendedoresgdl #emprendedoresgdl #upgdl #teccampusgdl #prepatecgdl #UAG #manhattan #mercadoandares #mercadoméxico #guadalajara #zapopan #gdl #puntosaopaulo #enGDL","2019-08-16 14:20:11"
"426","B1LS9W-DyOp","http://instagram.com/p/B1LS9W-DyOp","https://instagram.fgdl2-1.fna.fbcdn.net/v/t51.2885-15/67718136_1176229405893863_362221145158393780_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=instagram.fgdl2-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=qB0hB4TLuUMAX-mBGEu&edm=ABZsPhsBAAAA&ccb=7-5&oh=00_AT-FEyW8OiKrKs9f3RR97byZTe-73sGbfhIUHS3BOeWTfA&oe=62A6F4B9&_nc_sid=4efc9f","35","10686307750","Ven y conoce nuestra gran oferta de grupos estudiantiles que tenemos en PrepaTec. Además, disfruta de unos deliciosos nuggets por ser Winston’s Day. ¡Te esperamos! #LiderazgoYVivencia #teccampusgdl","2019-08-15 02:37:27"
"427","B1J27_BgvTr","http://instagram.com/p/B1J27_BgvTr","https://instagram.fgdl2-1.fna.fbcdn.net/v/t51.2885-15/66668505_739501893150047_611218117413342233_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.fgdl2-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=_C3OfHbQx54AX_QNEdO&edm=ABZsPhsBAAAA&ccb=7-5&oh=00_AT-8MyJ8DLlVLObzV__djTzHw2ItZxJcCki-CoOoBQ8a0g&oe=62A7CBD1&_nc_sid=4efc9f","15","246763854","Where everything started ❤️📸🐏#tecdemonterrey #teccampusgdl #bestday #befun #smile #live","2019-08-14 13:13:21"
"428","B1JmIukj2cs","http://instagram.com/p/B1JmIukj2cs","https://instagram.fgdl2-2.fna.fbcdn.net/v/t51.2885-15/66472908_444715462782282_7782405296157293674_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.fgdl2-2.fna.fbcdn.net&_nc_cat=106&_nc_ohc=Fd6c7fspR1gAX8OFJOi&edm=ABZsPhsBAAAA&ccb=7-5&oh=00_AT_1XbDofwpr5uZrv0bG_QYOt82M5Mpy2DzXF2ao3fnTgQ&oe=62A77EA8&_nc_sid=4efc9f","26","10686307750","¿Estás interesado en formar parte de algún grupo estudiantil con interés en tema de salud? ¡Esto es para ti! #LiFEr #ViveLiderazgoyVivencia #teccampusgdl","2019-08-14 10:46:32"
"429","B1HAy3tnumQ","http://instagram.com/p/B1HAy3tnumQ","https://instagram.fgdl2-1.fna.fbcdn.net/v/t51.2885-15/66680177_171945810513491_2760517414285141377_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.fgdl2-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=31KrhVpp15kAX92gjxo&edm=ABZsPhsBAAAA&ccb=7-5&oh=00_AT-tCIg-85BuEFgdVca9IgAftKkvsZge5PydBIJKKFbRoA&oe=62A6554A&_nc_sid=4efc9f","179","1401218795","P o l v o r o n e s  d e  N u e z .  como nunca los probaste... .  Belka, Repostería Urbana . 📍 C. Lincoln  149 . Entre Av. Justo Sierra y Golfo de Cortés .  Col. Vallarta Norte .  #gdlfoodies #gdlfoodie #foodiegdl #foodiesgdl #foodiesgdlmx  #restaurantesenguadalajara #pasteleriagdl #pasteleriasguadalajara #comidaengdl #postresguadalajara #providenciagdl #laminerva #ventasgdl #ventasguadalajara #coloniaamericana #iteso #emprendedoresgdl #emprendedoresgdl #upgdl #teccampusgdl #prepatecgdl #UAG #manhattan #mercadoandares #mercadoméxico #guadalajara #zapopan #gdl #puntosaopaulo #enGDL","2019-08-13 10:41:46"
"430","B1G__qjn8IR","http://instagram.com/p/B1G__qjn8IR","https://instagram.fgdl2-2.fna.fbcdn.net/v/t51.2885-15/67521138_121387119165769_6523718805028224648_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.fgdl2-2.fna.fbcdn.net&_nc_cat=101&_nc_ohc=mozpjiHLXrAAX-UekK2&edm=ABZsPhsBAAAA&ccb=7-5&oh=00_AT-9Nkhs2pJIFop9XIp5qgz86mO0D3ObXOC8tKY8u0P4cw&oe=62A7A683&_nc_sid=4efc9f","163","1401218795","N e w  Y o r k  C o o k i e s .  Belka, Repostería Urbana . 📍 C. Lincoln  149 . Entre Av. Justo Sierra y Golfo de Cortés . Col. Vallarta Norte .  #gdlfoodies #gdlfoodie #foodiegdl #foodiesgdl #foodiesgdlmx  #restaurantesenguadalajara #pasteleriagdl #pasteleriasguadalajara #comidaengdl #postresguadalajara #providenciagdl #laminerva #ventasgdl #ventasguadalajara #coloniaamericana #iteso #emprendedoresgdl #emprendedoresgdl #upgdl #teccampusgdl #prepatecgdl #UAG #manhattan #mercadoandares #mercadoméxico #guadalajara #zapopan #gdl #puntosaopaulo #enGDL","2019-08-13 10:34:46"
"431","B1FN8PdARIg","http://instagram.com/p/B1FN8PdARIg","https://instagram.fgdl2-2.fna.fbcdn.net/v/t51.2885-15/66444627_2331689013826300_5509345423127307455_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=instagram.fgdl2-2.fna.fbcdn.net&_nc_cat=104&_nc_ohc=uUpycNUdKxoAX_qwkb7&edm=ABZsPhsBAAAA&ccb=7-5&oh=00_AT99iHBesz-IFmKfyVJvlBw_RSJrKqffZJSvRLZNNbP1zQ&oe=62A7623E&_nc_sid=4efc9f","27","5047522","🚀 . . . . . #design #thinking #donut #lab #teccampusgdl #outofthebox #photography #art #sonya6000","2019-08-12 17:58:09"
"432","B1EFJYLpoaW","http://instagram.com/p/B1EFJYLpoaW","https://instagram.fgdl2-1.fna.fbcdn.net/v/t51.2885-15/69091396_3014370458605783_985082582544748152_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=instagram.fgdl2-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=tZzFR9B3gG4AX-YIRxz&edm=ABZsPhsBAAAA&ccb=7-5&oh=00_AT-z2BmbaRdRjyfsAwCMHZ-jrBWJVRrCL0QxLc2KWp1x6Q&oe=62A64D87&_nc_sid=4efc9f","440","20385897","Great feelings at @teccampusgdl #BacktoSchool #teccampusgdl #tecdemonterrey #firstdayofschool #feelinggreatful #godbless","2019-08-12 07:22:04"
"433","B1C-WN0F4R1","http://instagram.com/p/B1C-WN0F4R1","https://instagram.fgdl2-2.fna.fbcdn.net/v/t51.2885-15/67792629_345122696436814_5957967554931130445_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.fgdl2-2.fna.fbcdn.net&_nc_cat=110&_nc_ohc=lbWDHQcKDyUAX8aep8W&edm=ABZsPhsBAAAA&ccb=7-5&oh=00_AT_aHxwISLRan-dKqVWF3tar7Fo3t7A2fBkn3qlBWhVh1g&oe=62A7907B&_nc_sid=4efc9f","171","1401218795","M o n s t e r  C o o k i e s .  R e p o s t e r í a  U r b a n a . 📌 Ubicación: Calle  Lincoln 149,  cruce  Av. Justo Sierra . Col.  Vallarta Norte .  #gdlfoodies #gdlfoodie #foodiegdl #foodiesgdl #foodiesgdlmx  #restaurantesenguadalajara #pasteleriagdl #pasteleriasguadalajara #comidaengdl #postresguadalajara #providenciagdl #laminerva #ventasgdl #ventasguadalajara #coloniaamericana #iteso #emprendedoresgdl #emprendedoresgdl #upgdl #teccampusgdl #prepatecgdl #UAG #manhattan #mercadoandares #mercadoméxico #guadalajara #zapopan #gdl #puntosaopaulo #enGDL","2019-08-11 21:03:25"
"434","B0_vqgXFJzn","http://instagram.com/p/B0_vqgXFJzn","https://instagram.fgdl2-2.fna.fbcdn.net/v/t51.2885-15/67266307_651553505332054_4357092424669070723_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.fgdl2-2.fna.fbcdn.net&_nc_cat=110&_nc_ohc=3BN3TjXTCWsAX8HEODL&edm=ABZsPhsBAAAA&ccb=7-5&oh=00_AT_Atx8s8vUyxyPTf-H062GxHCB_EJM1rVCJCJx1EsXTtw&oe=62A73073&_nc_sid=4efc9f","40","744399804","#Rookie #ligamayor2019 #tecCampusGDL","2019-08-10 14:57:23"
"435","B0_j6EUHJnZ","http://instagram.com/p/B0_j6EUHJnZ","https://instagram.fgdl2-1.fna.fbcdn.net/v/t51.2885-15/67287909_483416498891131_8016714764196512147_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.fgdl2-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=19IAH7W7g2wAX_RA7A8&edm=ABZsPhsBAAAA&ccb=7-5&oh=00_AT9KsuSlx98lAFjIHWn9GZKBavjCzvMQJBUkwTBIISIHWw&oe=62A72BD8&_nc_sid=4efc9f","179","1401218795","C h o c o l a t e  F U D G E  C A K E .  R e p o s t e r í a  U r b a n a . 📌 Ubicación: Calle  Lincoln 149,  cruce  Av. Justo Sierra . Col.  Vallarta Norte .  #gdlfoodies #gdlfoodie #foodiegdl #foodiesgdl #foodiesgdlmx  #restaurantesenguadalajara #pasteleriagdl #pasteleriasguadalajara #comidaengdl #postresguadalajara #providenciagdl #laminerva #ventasgdl #ventasguadalajara #coloniaamericana #iteso #emprendedoresgdl #emprendedoresgdl #upgdl #teccampusgdl #prepatecgdl #UAG #manhattan #mercadoandares #mercadoméxico #guadalajara #zapopan #gdl #puntosaopaulo #enGDL #chocolate","2019-08-10 13:14:39"
"436","B0_bh3MhSLF","http://instagram.com/p/B0_bh3MhSLF","https://instagram.fgdl2-1.fna.fbcdn.net/v/t51.2885-15/67324363_411031792882884_1971865087003118737_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=instagram.fgdl2-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=1RPmbjcDP6QAX_AvKUG&edm=ABZsPhsBAAAA&ccb=7-5&oh=00_AT9tvyhpmcRRaBGub0sYYA860SPqdtKPOTSn8ipWsAWx0g&oe=62A7BB36&_nc_sid=4efc9f","43","7859822893","Listos para iniciar la aventura Tec21  #teccampusgdl","2019-08-10 12:01:27"
"437","B09vz64ghdX","http://instagram.com/p/B09vz64ghdX","https://instagram.fgdl2-1.fna.fbcdn.net/v/t51.2885-15/67682021_150740352661399_9007893510058083643_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.fgdl2-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=jr3hsEvtoJUAX_iMxks&edm=ABZsPhsBAAAA&ccb=7-5&oh=00_AT9hvcAbugPLOT9C2wJG09al2H9M6WVxK1hVtp0E0U1E-Q&oe=62A62F23&_nc_sid=4efc9f","22","246763854","Onces Tec always Tec 💙🐏 #hitecgdl19 #tecdemonterrey #teccampusgdl #bestday #befun #smile #live","2019-08-09 20:20:12"
"438","B08LQZonTHL","http://instagram.com/p/B08LQZonTHL","https://instagram.fgdl2-2.fna.fbcdn.net/v/t51.2885-15/67365736_473793986736721_6028070568874848020_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.fgdl2-2.fna.fbcdn.net&_nc_cat=101&_nc_ohc=FpNznQ7AZccAX86dvMj&edm=ABZsPhsBAAAA&ccb=7-5&oh=00_AT9vtk_J4A78rXe0_Xqw_6qF6OmcIozqbwH0ueG4ahlyiw&oe=62A22586&_nc_sid=4efc9f","579","20385897","@lima2019juegos Olympic bronze medallist @sherickajacko triumphed in the women's 400m event with the Jamaican finishing in 50.73, Mexico's @paolamorane followed in 51.02 to win silver, with the United States' @courtneyokolo completing the podium in 51.22. Amazing race from @paolamorane current student at @teccampusgdl 👏🏻🏆 #teccampusgdl #tecdemonterrey #goldmedal #mexico #mexico🇲🇽 #400msprint #womenpower #runner #athletics","2019-08-09 05:45:14"
"439","B0wIUZunOxv","http://instagram.com/p/B0wIUZunOxv","https://instagram.fgdl2-1.fna.fbcdn.net/v/t51.2885-15/67506169_499786527442987_9075921903957188904_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.fgdl2-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=F9jddUl-dAAAX9dtgLQ&edm=ABZsPhsBAAAA&ccb=7-5&oh=00_AT-R52XdmBuTzvN5DhPGjtgL6YcAaMhhTLqMFzOzxfv3TA&oe=62A679D9&_nc_sid=4efc9f","188","1401218795","Take our minis signature cakes. . .  Tarta de ferrero y cheesecake de chocolate size S . . . R e p o s t e r í a  U r b a n a . 📌 Ubicación: Calle  Lincoln 149,  cruce  Av. Justo Sierra . Col.  Vallarta Norte . . #gdlfoodies #gdlfoodie #foodiegdl #foodiesgdl #foodiesgdlmx  #restaurantesenguadalajara #pasteleriagdl #pasteleriasguadalajara #comidaengdl #postresguadalajara #providenciagdl #laminerva #ventasgdl #ventasguadalajara #coloniaamericana #iteso #emprendedoresgdl #emprendedoresgdl #upgdl #teccampusgdl #prepatecgdl #UAG #manhattan #mercadoandares #mercadoméxico #guadalajara #zapopan #gdl #puntosaopaulo #enGDL","2019-08-04 13:24:59"
"440","B0wFcSxnTT7","http://instagram.com/p/B0wFcSxnTT7","https://instagram.fgdl2-2.fna.fbcdn.net/v/t51.2885-15/67686695_1380987442057278_8828641961799068695_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.fgdl2-2.fna.fbcdn.net&_nc_cat=106&_nc_ohc=oXknLv2MU3IAX9vIU8h&edm=ABZsPhsBAAAA&ccb=7-5&oh=00_AT_ljRX16hc51GnxABaXUi3aa94twrSJEI3Cfbik1bnu_Q&oe=62A7B9E0&_nc_sid=4efc9f","184","1401218795","M O N S T E R  C O O K I E S . G a l l e t a  G i g a n t e  s ó l o  e n  B e l k a . R e p o s t e r í a  U r b a n a . 📌 Ubicación: Calle  Lincoln 149,  cruce  Av. Justo Sierra . Col.  Vallarta Norte . . #gdlfoodies #gdlfoodie #foodiegdl #foodiesgdl #foodiesgdlmx  #restaurantesenguadalajara #pasteleriagdl #pasteleriasguadalajara #comidaengdl #postresguadalajara #providenciagdl #laminerva #ventasgdl #ventasguadalajara #coloniaamericana #iteso #emprendedoresgdl #emprendedoresgdl #upgdl #teccampusgdl #prepatecgdl #UAG #manhattan #mercadoandares #mercadoméxico #guadalajara #zapopan #gdl #puntosaopaulo #enGDL","2019-08-04 12:59:50"
"441","B0ubPwCgj0r","http://instagram.com/p/B0ubPwCgj0r","https://instagram.fgdl2-1.fna.fbcdn.net/v/t51.2885-15/66397648_849173115454436_6929094238686198045_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.fgdl2-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=tUumgf4s9UgAX8PpK13&edm=ABZsPhsBAAAA&ccb=7-5&oh=00_AT9OzZdZ1UOc0g22r4GvWEbERRaPeVf117XZx4GFe0E6fA&oe=62A2028B&_nc_sid=4efc9f","94","670664372","*No caption needed* #justkidding #ballislife #dunkindonuts🍩 #teccampusgdl","2019-08-03 21:31:58"
"442","B0rZoTSF0v1","http://instagram.com/p/B0rZoTSF0v1","https://instagram.fgdl2-2.fna.fbcdn.net/v/t51.2885-15/66287045_156319288877129_8114823922459291245_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.fgdl2-2.fna.fbcdn.net&_nc_cat=105&_nc_ohc=bNZ8uxzEeOgAX9WNFiL&edm=ABZsPhsBAAAA&ccb=7-5&oh=00_AT9VapLguk-yupqLyRxHw4qr1pblSpWjzLD8IHW6gpqyNQ&oe=62A77227&_nc_sid=4efc9f","179","1401218795","M o n s t e r  C o o k i e .  C H O CO L A T E &  N U E Z . . . (Galleta gigante) .  Av.  J u s t o  S i e r r a .  Esq.  G o l f o  d e  C o r t é s . .  Col.  V a l l a r t a  N t e . . #gdlfoodies #gdlfoodie #foodiegdl #foodiesgdl #foodiesgdlmx  #restaurantesenguadalajara #pasteleriagdl #pasteleriasguadalajara #comidaengdl #postresguadalajara #providenciagdl #laminerva #ventasgdl #ventasguadalajara #coloniaamericana #iteso #emprendedoresgdl #emprendedoresgdl #upgdl #teccampusgdl #prepatecgdl #UAG #manhattan #mercadoandares #mercadoméxico #guadalajara #zapopan #gdl #puntosaopaulo #enGDL","2019-08-02 17:20:02"
"443","B0q9VpmDtHN","http://instagram.com/p/B0q9VpmDtHN","https://instagram.fgdl2-2.fna.fbcdn.net/v/t51.2885-15/67240223_2452202925000184_3233651618568873446_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.fgdl2-2.fna.fbcdn.net&_nc_cat=104&_nc_ohc=acIdulYr99oAX8kOZGt&edm=ABZsPhsBAAAA&ccb=7-5&oh=00_AT9U4y2WQSj69xVkwp6_55YPbzlf_myz3DCSYhj8kr4feg&oe=62A6E8AF&_nc_sid=4efc9f","56","8922956041","Un recuerdito más del final del Endurance 😁 . . . . . . . . #Electrolit #MadRams #MadRamsEnCalifornia #Baja #BajaSAE #SAE #ITESMGDL #TECcampusGDL #TEC #ITESM #Tecdemonterrey #racing #offroad #Mechanics #Engineering #Mechanicalengineering #endurance","2019-08-02 13:12:49"
"444","B0pFbN1B_ei","http://instagram.com/p/B0pFbN1B_ei","https://instagram.fgdl2-2.fna.fbcdn.net/v/t51.2885-15/66432886_165656997812785_4422418681936036317_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.fgdl2-2.fna.fbcdn.net&_nc_cat=101&_nc_ohc=Bgxl5ilIwX8AX_nhebl&edm=ABZsPhsBAAAA&ccb=7-5&oh=00_AT8E4mfHi68OkgD4hVy-UFeruJx84bMnQ3sds8AVJNHRRA&oe=62A27407&_nc_sid=4efc9f","47","17542601062","F o r w a r d s  FW @ana_pauu FW @ainara_zatarain FW @daniela.dgz FW @valegonace FW @nataliaurrea FW @majobellato FW @bernalsofi FW @pamelasalazarl - - - #tecsoccerfemgdl #soccerfem #teccampusgdl #cuttelmex","2019-08-01 19:45:34"
"445","B0pFWpyBKoG","http://instagram.com/p/B0pFWpyBKoG","https://instagram.fgdl2-1.fna.fbcdn.net/v/t51.2885-15/66119668_717688232019275_1369652989938933827_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.fgdl2-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=jxE1Eid3aq0AX8Qbeo6&edm=ABZsPhsBAAAA&ccb=7-5&oh=00_AT8295rzFD1zFAiz3YMq3xhxCuIuep7N24xW3R1-csRhyQ&oe=62A1F954&_nc_sid=4efc9f","35","17542601062","M i d f i e l d e r s  MF @fernandagtzq MF @anapaujg_ MF @sarahialv MF @luisaduenas - - -  #tecsoccerfemgdl #soccerfem #teccampusgdl #cuttelmex","2019-08-01 19:44:57"
"446","B0pFRLLhHnh","http://instagram.com/p/B0pFRLLhHnh","https://instagram.fgdl2-2.fna.fbcdn.net/v/t51.2885-15/67364183_189000032099446_1161660535710734335_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.fgdl2-2.fna.fbcdn.net&_nc_cat=110&_nc_ohc=ulzAdsVRJ94AX8-ihyV&edm=ABZsPhsBAAAA&ccb=7-5&oh=00_AT_CjPVNagfatguMzo6B41lE5eJiuRbEJwpEosxWQb0uxw&oe=62A203C5&_nc_sid=4efc9f","40","17542601062","G o a l k e e p e r & D e f e n s e  GK @paomm97 DF @celiauribet DF @reginarbarragan DF @paupinkus DF @ Pucca DF @michelle_dn DF @andrea_gomezh - - - #tecsoccerfemgdl #soccerfem #teccampusgdl #cuttelmex","2019-08-01 19:44:18"
