"asin","product_title","average_rating","total_reviews","review_author","author_badge","badge","reviewed_product_attribute","reviewed_variant_asin","variant_review_url","review_rating","review_date","reviewed_country","review_text","review_comment_count","review_header","no_of_people_reacted_helpful","author_profile_url","url","brand","review_url","input"
"B095322ZW8","Nomadland (4K UHD)","4.3","866","Frank Markow","","Verified Purchase","","","","5.0","September 14, 2021","United States","A real slice of life movie, beautifully shot. Definitely better than most films coming out these days. She will get an Academy award someday if she hasn’t already","","Better than most","","https://www.amazon.com/gp/profile/amzn1.account.AGQ6AL3W5EJBD4UHVKC46U5GE32A/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B095322ZW8/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=20&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Frances McDormand","https://www.amazon.com/gp/customer-reviews/R32XQ4SBZ5Q2QG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095322ZW8","https://www.amazon.com/-/en/Frances-McDormand/dp/B095322ZW8/ref=sr_1_4?keywords=nomadland&qid=1664326384&qu=eyJxc2MiOiIyLjQ3IiwicXNhIjoiMi43MSIsInFzcCI6IjEuMjAifQ%3D%3D&sprefix=Nomadla%2Caps%2C285&sr=8-4"
"B095322ZW8","Nomadland (4K UHD)","4.3","866","LilyWoolf","","","","","","3.0","April 18, 2021","United States 🇺🇸","McDormand is amazing, as she always is. It's also a visually sumptuous film. The non-actors blend in seamlessly with the pros. However, the movie shies away from exploring the potential violence of road life, especially for women. Fern meets *no one* who tries to harm her or steal her cash. No jerk bosses. Nary a troubled fellow nomad in the camps. Fern & Dave have well-off families who offer them a permanent home. Amazon looks like a happy place for the displaced, ill and uninsured. Dave's character has surgery with no discussion of how he pays for it. It's a missed opportunity to showcase how we fail to support Americans who've worked their entire lives - we cut 'em loose to poop in a bucket.","","Sanitized vision of homelessness & poverty","11","https://www.amazon.com/gp/profile/amzn1.account.AGHX7JWKSHFNYRKJX5F6CTGXQQLA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B095322ZW8/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=71&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Frances McDormand","https://www.amazon.com/gp/customer-reviews/R3PVL7SHHA3LYG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095322ZW8","https://www.amazon.com/-/en/Frances-McDormand/dp/B095322ZW8/ref=sr_1_4?keywords=nomadland&qid=1664326384&qu=eyJxc2MiOiIyLjQ3IiwicXNhIjoiMi43MSIsInFzcCI6IjEuMjAifQ%3D%3D&sprefix=Nomadla%2Caps%2C285&sr=8-4"
"B095322ZW8","Nomadland (4K UHD)","4.3","866","Kindle Customerrs","","Verified Purchase","","","","5.0","July 09, 2021","United States","Loved it!","","Not the same as the book","","https://www.amazon.com/gp/profile/amzn1.account.AHTWH6Q7JWYUUSBE74TH6WVZS7ZQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B095322ZW8/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=48&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Frances McDormand","https://www.amazon.com/gp/customer-reviews/RJMFZML3B46DU/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095322ZW8","https://www.amazon.com/-/en/Frances-McDormand/dp/B095322ZW8/ref=sr_1_4?keywords=nomadland&qid=1664326384&qu=eyJxc2MiOiIyLjQ3IiwicXNhIjoiMi43MSIsInFzcCI6IjEuMjAifQ%3D%3D&sprefix=Nomadla%2Caps%2C285&sr=8-4"
"B095322ZW8","Nomadland (4K UHD)","4.3","866","Kindle Customer","","Verified Purchase","","","","5.0","May 23, 2021","United States","Absolutely brilliant depiction of the disenfranchised among us as well as those of us who just can't stay put and take to a life on the road. McDormand is a consummate actress who brings strength, determination and grief to the lead role with her weathered face and revealing exchanges with others she meets along the road. David Straithorn is always good and the actual nomads featured in the film are interesting, kind and fiercely independent while also capable of creating bonds and community wherever they tarry. Nomadland has displaced all previous movies I thought were my favorites as it was moving, true to life and nearly perfect in every scene. If I could change one thing about it it would be that I wish it was a little less centered on loss and a little more fueled by a love of adventure. Five stars all the way.","","A moving story of loss, disenfranchisement and resilience","2","https://www.amazon.com/gp/profile/amzn1.account.AHBJACHGW4RZTMQJC6DASHJLB5DQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B095322ZW8/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=4&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Frances McDormand","https://www.amazon.com/gp/customer-reviews/R1T0P0MUGIWCYQ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095322ZW8","https://www.amazon.com/-/en/Frances-McDormand/dp/B095322ZW8/ref=sr_1_4?keywords=nomadland&qid=1664326384&qu=eyJxc2MiOiIyLjQ3IiwicXNhIjoiMi43MSIsInFzcCI6IjEuMjAifQ%3D%3D&sprefix=Nomadla%2Caps%2C285&sr=8-4"
"B095322ZW8","Nomadland (4K UHD)","4.3","866","Rees Waite","","","","","","5.0","May 02, 2021","United States","This film, is beautiful to watch, incredibly moving, and a heck of a journey to go on. I thought about everything from life to death while watching this film and felt more than I have while watching any other movie in a while. Incredible!","","An beautiful and emotional journey","1","https://www.amazon.com/gp/profile/amzn1.account.AE5YGDW2AGMZLXVB5YH3QQS7MLVA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B095322ZW8/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=73&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Frances McDormand","https://www.amazon.com/gp/customer-reviews/R1Y16Q1VYR67JG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095322ZW8","https://www.amazon.com/-/en/Frances-McDormand/dp/B095322ZW8/ref=sr_1_4?keywords=nomadland&qid=1664326384&qu=eyJxc2MiOiIyLjQ3IiwicXNhIjoiMi43MSIsInFzcCI6IjEuMjAifQ%3D%3D&sprefix=Nomadla%2Caps%2C285&sr=8-4"
"B095322ZW8","Nomadland (4K UHD)","4.3","866","Geezer305","","Verified Purchase","","","","1.0","June 06, 2021","United States","Dumbest movie I hope I never see again","","An Academy Award😱😱😱","","https://www.amazon.com/gp/profile/amzn1.account.AEL25WPQSFDDZYSO4YAZHXRBRTEA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B095322ZW8/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=66&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Frances McDormand","https://www.amazon.com/gp/customer-reviews/RNC3G2F5WUBXA/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095322ZW8","https://www.amazon.com/-/en/Frances-McDormand/dp/B095322ZW8/ref=sr_1_4?keywords=nomadland&qid=1664326384&qu=eyJxc2MiOiIyLjQ3IiwicXNhIjoiMi43MSIsInFzcCI6IjEuMjAifQ%3D%3D&sprefix=Nomadla%2Caps%2C285&sr=8-4"
"B095322ZW8","Nomadland (4K UHD)","4.3","866","Gary and Isabell Kunz","","Verified Purchase","","","","5.0","July 03, 2021","United States 🇺🇸","We really enjoyed this movie.","","Good movie","","https://www.amazon.com/gp/profile/amzn1.account.AHFY6QGSKJZZ3WDYHLJNGXDELGYA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B095322ZW8/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=45&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Frances McDormand","https://www.amazon.com/gp/customer-reviews/R32VAPO5ODNETE/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095322ZW8","https://www.amazon.com/-/en/Frances-McDormand/dp/B095322ZW8/ref=sr_1_4?keywords=nomadland&qid=1664326384&qu=eyJxc2MiOiIyLjQ3IiwicXNhIjoiMi43MSIsInFzcCI6IjEuMjAifQ%3D%3D&sprefix=Nomadla%2Caps%2C285&sr=8-4"
"B095322ZW8","Nomadland (4K UHD)","4.3","866","D. Martinez","","Verified Purchase","","","","3.0","April 30, 2021","United States","Watch this movie and you'll understand why the Oscars are one of the lowest rated shows on TV these days. This movie is no more deserving of Best Director than my dentist is for his last root canal. Tedious, boring and ultimately depressing. I surmise the best director nod has more to do with headlines the next day after the awards than actual accolades for great direction. Frances Mcdormand is a great actress and truly deserving of many of her accolades but this movie misses the mark in so many ways. If you wanna see her at her best then watch 4 Billboards or... anything but this. After about an hour this was a painful slog. The scenery is pedestrian and the story just goes nowhere. Matt Foley should get a award for his story written years ago called ""Living in a Van Down by the River"" at least he summed up about the same storyline in a 5 minute skit.","","Wow....","10","https://www.amazon.com/gp/profile/amzn1.account.AGO64ZADEAXYSFEF64KSX3GLONCA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B095322ZW8/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=6&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Frances McDormand","https://www.amazon.com/gp/customer-reviews/R2QRBN27Q56G7L/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095322ZW8","https://www.amazon.com/-/en/Frances-McDormand/dp/B095322ZW8/ref=sr_1_4?keywords=nomadland&qid=1664326384&qu=eyJxc2MiOiIyLjQ3IiwicXNhIjoiMi43MSIsInFzcCI6IjEuMjAifQ%3D%3D&sprefix=Nomadla%2Caps%2C285&sr=8-4"
"B095322ZW8","Nomadland (4K UHD)","4.3","866","Carl F Ern","","Verified Purchase","","","","1.0","May 27, 2021","United States 🇺🇸","Not much of a plot. Very slow moving. Not much happens.","","SLOW","","https://www.amazon.com/gp/profile/amzn1.account.AHWXU657W6NJOMRIMGGWCLFSEHCA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B095322ZW8/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=65&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Frances McDormand","https://www.amazon.com/gp/customer-reviews/RI8W7RVYH7738/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095322ZW8","https://www.amazon.com/-/en/Frances-McDormand/dp/B095322ZW8/ref=sr_1_4?keywords=nomadland&qid=1664326384&qu=eyJxc2MiOiIyLjQ3IiwicXNhIjoiMi43MSIsInFzcCI6IjEuMjAifQ%3D%3D&sprefix=Nomadla%2Caps%2C285&sr=8-4"
"B095322ZW8","Nomadland (4K UHD)","4.3","866","John T.","","Verified Purchase","","","","1.0","June 19, 2021","United States","Unwatchable. Pointless. Meandering. I gave up after 45 joyless minutes. The acting was good in the sense that these felt like real folks. No arc, no story, no interest.","","Hugely overrated, a nothing movie","","https://www.amazon.com/gp/profile/amzn1.account.AHGQXHUVRQ3XM5A5L2DMLV2U7ARQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B095322ZW8/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=60&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Frances McDormand","https://www.amazon.com/gp/customer-reviews/R3PO3HAHU5ARJ7/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095322ZW8","https://www.amazon.com/-/en/Frances-McDormand/dp/B095322ZW8/ref=sr_1_4?keywords=nomadland&qid=1664326384&qu=eyJxc2MiOiIyLjQ3IiwicXNhIjoiMi43MSIsInFzcCI6IjEuMjAifQ%3D%3D&sprefix=Nomadla%2Caps%2C285&sr=8-4"
"B095322ZW8","Nomadland (4K UHD)","4.3","866","James P. Hannley","","Verified Purchase","","","","5.0","December 03, 2021","United States 🇺🇸","Twice she had the chance to leave the road for the comfort and love of family but she chose to remain among America's nomads.","","Freedom or poverty?","","https://www.amazon.com/gp/profile/amzn1.account.AEWBNCS6O4WRRMNAMEHYILJEZZOQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B095322ZW8/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=15&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Frances McDormand","https://www.amazon.com/gp/customer-reviews/R1S0X5B2VJLF58/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095322ZW8","https://www.amazon.com/-/en/Frances-McDormand/dp/B095322ZW8/ref=sr_1_4?keywords=nomadland&qid=1664326384&qu=eyJxc2MiOiIyLjQ3IiwicXNhIjoiMi43MSIsInFzcCI6IjEuMjAifQ%3D%3D&sprefix=Nomadla%2Caps%2C285&sr=8-4"
"B095322ZW8","Nomadland (4K UHD)","4.3","866","Kindle Customer","","Verified Purchase","","","","5.0","July 08, 2021","United States 🇺🇸","Loved it! So real.","","Must watch ladies.","","https://www.amazon.com/gp/profile/amzn1.account.AFLCN5JG4JXCZCZLWS34N3ZUD3IQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B095322ZW8/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=45&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Frances McDormand","https://www.amazon.com/gp/customer-reviews/R2C9WQLJJ6MHL5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095322ZW8","https://www.amazon.com/-/en/Frances-McDormand/dp/B095322ZW8/ref=sr_1_4?keywords=nomadland&qid=1664326384&qu=eyJxc2MiOiIyLjQ3IiwicXNhIjoiMi43MSIsInFzcCI6IjEuMjAifQ%3D%3D&sprefix=Nomadla%2Caps%2C285&sr=8-4"
"B095322ZW8","Nomadland (4K UHD)","4.3","866","Amazon Customer","","Verified Purchase","","","","5.0","June 23, 2021","United States","Boring!!!! Very disappointed L","","Where is the story?","","https://www.amazon.com/gp/profile/amzn1.account.AGM72LVSMAQZK3GH22DVCCT2APKA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B095322ZW8/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=48&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Frances McDormand","https://www.amazon.com/gp/customer-reviews/R2P222F1VKL4BG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095322ZW8","https://www.amazon.com/-/en/Frances-McDormand/dp/B095322ZW8/ref=sr_1_4?keywords=nomadland&qid=1664326384&qu=eyJxc2MiOiIyLjQ3IiwicXNhIjoiMi43MSIsInFzcCI6IjEuMjAifQ%3D%3D&sprefix=Nomadla%2Caps%2C285&sr=8-4"
"B095322ZW8","Nomadland (4K UHD)","4.3","866","LuvBooks","","Verified Purchase","","","","5.0","July 11, 2021","United States 🇺🇸","Realistic. Entertaining. Heartwarming. Authentic.","","Great thought provoking movie","","https://www.amazon.com/gp/profile/amzn1.account.AHNENTAZHUAYNA4CEA3JL6VNHBWA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B095322ZW8/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=45&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Frances McDormand","https://www.amazon.com/gp/customer-reviews/R36O3N0EZMU4OS/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095322ZW8","https://www.amazon.com/-/en/Frances-McDormand/dp/B095322ZW8/ref=sr_1_4?keywords=nomadland&qid=1664326384&qu=eyJxc2MiOiIyLjQ3IiwicXNhIjoiMi43MSIsInFzcCI6IjEuMjAifQ%3D%3D&sprefix=Nomadla%2Caps%2C285&sr=8-4"
"B095322ZW8","Nomadland (4K UHD)","4.3","866","th0masC.","","","","","","5.0","May 06, 2021","United States 🇺🇸","There are few things in life that instill sheer terror and anxiety like living in the squalor of poverty. War is one. Until the onset of mass incarceration and big data, virtually all Americans had been privileged for over a hundred years not to have to experience bondage or enslavement as another. But in 2021 it doesn’t matter so much whether you want Google, Facebook or Amazon. They all want you. and pretty much aren’t taking “no” for an answer. One way to seemingly evade the slow creep of digital stalking into our lives might seem the isolation and loneliness omnipresent in Chloe Zhao’s Nomadland. In one way it presents the answer to those who feel their privacy and sense of self eroded over the past twenty years. In another, such a lifestyle is a very poor substitute indeed, and a price most can’t afford. For starters, people of a certain age do tend live like McDormand. Not so much in vans or on the road. But in the ways we have been wronged in life, and the ways we have wronged others, forgiveness isn’t so much a practice but a coping mechanism that enables us to maintain useful relationships, friendships and even contact with less than fortunate family and extended family. Nomadland only briefly touches on and then quickly glosses over themes of death, substance abuse, terminal illness and severe mental illness that cannot always be escaped by sleeping in the back of our minivans for a few weeks or months. In fact, often, those are part of the forces and poorer personal choices that make living harder and worse, for those already experiencing hardship. Nomadland thankfully stays true to these realities of “street living” even while glossing over much of the grittier subject matter. McDormand provides an amiable enough character who does not ‘deserve’ to be subjugated to her van-dwelling depression, perhaps any more than the average van-dweller deserves an Oscar just for living in a van. Such are the strange times that we find ourselves in, when those who cannot even afford a subscription service to see their lives played out in the celluloid, find themselves at least represented by talented story-tellers, if not robbed and misappropriated of the real pain, suffering and hardship of their all too real personal experiences.","","on the road again","","https://www.amazon.com/gp/profile/amzn1.account.AHMDBTT5JVHO45D7EHUNIKLQ4XSQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B095322ZW8/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=69&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Frances McDormand","https://www.amazon.com/gp/customer-reviews/R2NS0OCY33CNUV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095322ZW8","https://www.amazon.com/-/en/Frances-McDormand/dp/B095322ZW8/ref=sr_1_4?keywords=nomadland&qid=1664326384&qu=eyJxc2MiOiIyLjQ3IiwicXNhIjoiMi43MSIsInFzcCI6IjEuMjAifQ%3D%3D&sprefix=Nomadla%2Caps%2C285&sr=8-4"
"B095322ZW8","Nomadland (4K UHD)","4.3","866","Rowdy Walker","","Verified Purchase","","","","4.0","June 27, 2021","United States 🇺🇸","Ok movie...","","Meh","","https://www.amazon.com/gp/profile/amzn1.account.AFHMALMGZ7FUYUJLY66SHPWJRPBA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B095322ZW8/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=19&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Frances McDormand","https://www.amazon.com/gp/customer-reviews/R2BDAUZBZ13D01/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095322ZW8","https://www.amazon.com/-/en/Frances-McDormand/dp/B095322ZW8/ref=sr_1_4?keywords=nomadland&qid=1664326384&qu=eyJxc2MiOiIyLjQ3IiwicXNhIjoiMi43MSIsInFzcCI6IjEuMjAifQ%3D%3D&sprefix=Nomadla%2Caps%2C285&sr=8-4"
"B095322ZW8","Nomadland (4K UHD)","4.3","866","MAShopper","","Verified Purchase","","","","5.0","March 10, 2022","United States","So hard to watch to see people live like this some because they want to, but the ones who have to because they cannot afford any other way is so hard to watch. Very good movie though!","","Hard to watch, but worth the watch","","https://www.amazon.com/gp/profile/amzn1.account.AGB6WSXN6HHJY5B56GGZAVCZTDRA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B095322ZW8/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=6&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Frances McDormand","https://www.amazon.com/gp/customer-reviews/R2PDJUDYT1GPX3/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095322ZW8","https://www.amazon.com/-/en/Frances-McDormand/dp/B095322ZW8/ref=sr_1_4?keywords=nomadland&qid=1664326384&qu=eyJxc2MiOiIyLjQ3IiwicXNhIjoiMi43MSIsInFzcCI6IjEuMjAifQ%3D%3D&sprefix=Nomadla%2Caps%2C285&sr=8-4"
"B095322ZW8","Nomadland (4K UHD)","4.3","866","Adrienne Johnson","","Verified Purchase","","","","2.0","July 06, 2021","United States","The movie was long drawn out and quite boring.","","Boring Movie","","https://www.amazon.com/gp/profile/amzn1.account.AFVZAEKDZONUDCU4EHLNY2KYLP5A/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B095322ZW8/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=54&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Frances McDormand","https://www.amazon.com/gp/customer-reviews/RAJKP7LTGT7H5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095322ZW8","https://www.amazon.com/-/en/Frances-McDormand/dp/B095322ZW8/ref=sr_1_4?keywords=nomadland&qid=1664326384&qu=eyJxc2MiOiIyLjQ3IiwicXNhIjoiMi43MSIsInFzcCI6IjEuMjAifQ%3D%3D&sprefix=Nomadla%2Caps%2C285&sr=8-4"
"B095322ZW8","Nomadland (4K UHD)","4.3","866","Amazon Customer","","Verified Purchase","","","","5.0","April 28, 2021","United States","Loved this film So real","","Beautifully shot and directed","4","https://www.amazon.com/gp/profile/amzn1.account.AE7TAHX3QPNJS44CL3PTTFRBP35Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B095322ZW8/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=49&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Frances McDormand","https://www.amazon.com/gp/customer-reviews/R12OEUMXRBAT9V/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095322ZW8","https://www.amazon.com/-/en/Frances-McDormand/dp/B095322ZW8/ref=sr_1_4?keywords=nomadland&qid=1664326384&qu=eyJxc2MiOiIyLjQ3IiwicXNhIjoiMi43MSIsInFzcCI6IjEuMjAifQ%3D%3D&sprefix=Nomadla%2Caps%2C285&sr=8-4"
"B095322ZW8","Nomadland (4K UHD)","4.3","866","CC","","Verified Purchase","","","","3.0","August 03, 2021","United States","Interesting, but depressing.","","So so","","https://www.amazon.com/gp/profile/amzn1.account.AHF34B64UX4VA5F3ED6ANOSJAVRQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B095322ZW8/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=34&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Frances McDormand","https://www.amazon.com/gp/customer-reviews/R39UUJQCNQ1X1V/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095322ZW8","https://www.amazon.com/-/en/Frances-McDormand/dp/B095322ZW8/ref=sr_1_4?keywords=nomadland&qid=1664326384&qu=eyJxc2MiOiIyLjQ3IiwicXNhIjoiMi43MSIsInFzcCI6IjEuMjAifQ%3D%3D&sprefix=Nomadla%2Caps%2C285&sr=8-4"
"B095322ZW8","Nomadland (4K UHD)","4.3","866","Amazon Customer","","Verified Purchase","","","","5.0","March 23, 2022","United States","The acting storyline just was 🥰phenomenal.","","What a very intense great story.","","https://www.amazon.com/gp/profile/amzn1.account.AHOFLI25A2PW27D7V2YTQWM4PAYA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B095322ZW8/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=12&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Frances McDormand","https://www.amazon.com/gp/customer-reviews/R2T3SGYR4Z56S4/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095322ZW8","https://www.amazon.com/-/en/Frances-McDormand/dp/B095322ZW8/ref=sr_1_4?keywords=nomadland&qid=1664326384&qu=eyJxc2MiOiIyLjQ3IiwicXNhIjoiMi43MSIsInFzcCI6IjEuMjAifQ%3D%3D&sprefix=Nomadla%2Caps%2C285&sr=8-4"
"B095322ZW8","Nomadland (4K UHD)","4.3","866","horselover","","","","","","2.0","May 01, 2021","United States","Read the book instead. The only thing somewhat positive about this poor adaptation of a wonderful book is the real people. The story is very disjointed, does little to really represent the nomads lives. Fern comes off as almost juvenile and ditzy. So much wasted time in this movie.","","Read the book instead.","1","https://www.amazon.com/gp/profile/amzn1.account.AFENR5X4XGWBFHLV7FRB4QNRNU6Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B095322ZW8/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=75&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Frances McDormand","https://www.amazon.com/gp/customer-reviews/R2984QS5WKG7PZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095322ZW8","https://www.amazon.com/-/en/Frances-McDormand/dp/B095322ZW8/ref=sr_1_4?keywords=nomadland&qid=1664326384&qu=eyJxc2MiOiIyLjQ3IiwicXNhIjoiMi43MSIsInFzcCI6IjEuMjAifQ%3D%3D&sprefix=Nomadla%2Caps%2C285&sr=8-4"
"B095322ZW8","Nomadland (4K UHD)","4.3","866","wolfwien1020","","Verified Purchase","","","","5.0","October 06, 2021","Germany 🇩🇪","top film !!!","","bester oscarfilm des jahres 2021","","","https://www.amazon.com/product-reviews/B095322ZW8/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=86&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Frances McDormand","","https://www.amazon.com/-/en/Frances-McDormand/dp/B095322ZW8/ref=sr_1_4?keywords=nomadland&qid=1664326384&qu=eyJxc2MiOiIyLjQ3IiwicXNhIjoiMi43MSIsInFzcCI6IjEuMjAifQ%3D%3D&sprefix=Nomadla%2Caps%2C285&sr=8-4"
"B095322ZW8","Nomadland (4K UHD)","4.3","866","frederick matt","","Verified Purchase","","","","1.0","May 17, 2021","United States","sorry i wasted my 6 bucks...sure..great acting and scenery,but the movie sucked and depressed me.Why make a movie like this? How exciting..homeless ,disfunctional people shitting in pails and living disgustingly. I don't get it ....I want my 6 bucks back or credit to see entertaining movies. I don't get the statement this movie is trying to make.","","very boring and depressing","1","https://www.amazon.com/gp/profile/amzn1.account.AEM3L3G3LKHA2VVCMUAHAFN3UA4Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8","https://www.amazon.com/product-reviews/B095322ZW8/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=55&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews","Frances McDormand","https://www.amazon.com/gp/customer-reviews/R5SAAGLNYGM6O/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B095322ZW8","https://www.amazon.com/-/en/Frances-McDormand/dp/B095322ZW8/ref=sr_1_4?keywords=nomadland&qid=1664326384&qu=eyJxc2MiOiIyLjQ3IiwicXNhIjoiMi43MSIsInFzcCI6IjEuMjAifQ%3D%3D&sprefix=Nomadla%2Caps%2C285&sr=8-4"
