asin,product_title,average_rating,total_reviews,review_author,author_badge,badge,reviewed_product_attribute,reviewed_variant_asin,variant_review_url,review_rating,review_date,reviewed_country,review_text,review_comment_count,review_header,no_of_people_reacted_helpful,author_profile_url,url,brand,review_url,input
B09XC5SKR2,The Batman,4.5,558,Gene Anthony,,Verified Purchase,,,,5.0,"June 23, 2022",United States,It's a good crime drama But not a Batman action,,It's not the Batman you know,,https://www.amazon.com/gp/profile/amzn1.account.AFG27KELY56FIJEPK3IA7A3H37DQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,https://www.amazon.com/product-reviews/B09XC5SKR2/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=18&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews,Robert Pattinson,https://www.amazon.com/gp/customer-reviews/RRCX1FI9N1DZW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09XC5SKR2,https://www.amazon.com/-/es/Robert-Pattinson/dp/B09XC5SKR2/ref=sr_1_1?keywords=the+batman&qid=1664324014&qu=eyJxc2MiOiI1LjI1IiwicXNhIjoiNC42NyIsInFzcCI6IjIuODAifQ%3D%3D&sprefix=the+batman%2Caps%2C217&sr=8-1
B09XC5SKR2,The Batman,4.5,558,Ricardo,,Verified Purchase,,,,5.0,"September 09, 2022",United States 🇺🇸,"This has to be the beat CBM of 2022...yes,even better than Multiverse of Madness. This movie is gritty,so well made....Robert Pattinson is the definitive Batman as of now...great performance",,Best...comicbook movie...of 2022,,https://www.amazon.com/gp/profile/amzn1.account.AH6DGLLU7OKNSXVCHOEUCISBH7TA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,https://www.amazon.com/product-reviews/B09XC5SKR2/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=3&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews,Robert Pattinson,https://www.amazon.com/gp/customer-reviews/R1GFBOBJEE5YE0/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09XC5SKR2,https://www.amazon.com/-/es/Robert-Pattinson/dp/B09XC5SKR2/ref=sr_1_1?keywords=the+batman&qid=1664324014&qu=eyJxc2MiOiI1LjI1IiwicXNhIjoiNC42NyIsInFzcCI6IjIuODAifQ%3D%3D&sprefix=the+batman%2Caps%2C217&sr=8-1
B09XC5SKR2,The Batman,4.5,558,Oliver Nederlof,,Verified Purchase,,,,5.0,"August 26, 2022",United States 🇺🇸,The best Batman movie since the Dark Knight. I enjoyed the product from start to finish.,,Fantastic,,https://www.amazon.com/gp/profile/amzn1.account.AEOYOIA7YU2LDVWUFAG3RPEQ3SCA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,https://www.amazon.com/product-reviews/B09XC5SKR2/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=6&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews,Robert Pattinson,https://www.amazon.com/gp/customer-reviews/R23AFBJBMOT6S9/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09XC5SKR2,https://www.amazon.com/-/es/Robert-Pattinson/dp/B09XC5SKR2/ref=sr_1_1?keywords=the+batman&qid=1664324014&qu=eyJxc2MiOiI1LjI1IiwicXNhIjoiNC42NyIsInFzcCI6IjIuODAifQ%3D%3D&sprefix=the+batman%2Caps%2C217&sr=8-1
B09XC5SKR2,The Batman,4.5,558,BK,,,,,,1.0,"June 21, 2022",United States,This is the worse Batman movie ever made its a good thing Patterson is used to playing a vampire because this movie sucks.,,Where's the Batman,,https://www.amazon.com/gp/profile/amzn1.account.AGJO2OS2ZIRSD24IAOOXTAV57HTQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,https://www.amazon.com/product-reviews/B09XC5SKR2/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=47&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews,Robert Pattinson,https://www.amazon.com/gp/customer-reviews/R2LD4EFW72NHT9/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09XC5SKR2,https://www.amazon.com/-/es/Robert-Pattinson/dp/B09XC5SKR2/ref=sr_1_1?keywords=the+batman&qid=1664324014&qu=eyJxc2MiOiI1LjI1IiwicXNhIjoiNC42NyIsInFzcCI6IjIuODAifQ%3D%3D&sprefix=the+batman%2Caps%2C217&sr=8-1
B09XC5SKR2,The Batman,4.5,558,Ken,,Verified Purchase,,,,5.0,"June 02, 2022",United States,I've seen this movie enough times to know this is definitely my favorite live screen adaptation of Batman. It nails the atmosphere of Gotham that just isn't present in any of the other films.,,Must own...,1,https://www.amazon.com/gp/profile/amzn1.account.AHO3WGTRXPREGRR3ZQ3SJ7RM4JFA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,https://www.amazon.com/product-reviews/B09XC5SKR2/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=18&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews,Robert Pattinson,https://www.amazon.com/gp/customer-reviews/RSH6OSCGNAV2Q/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09XC5SKR2,https://www.amazon.com/-/es/Robert-Pattinson/dp/B09XC5SKR2/ref=sr_1_1?keywords=the+batman&qid=1664324014&qu=eyJxc2MiOiI1LjI1IiwicXNhIjoiNC42NyIsInFzcCI6IjIuODAifQ%3D%3D&sprefix=the+batman%2Caps%2C217&sr=8-1
B09XC5SKR2,The Batman,4.5,558,Dethmoor,,Verified Purchase,,,,5.0,"September 23, 2022",United States,good,,good,,https://www.amazon.com/gp/profile/amzn1.account.AH3ADARQZQVBUZPM2MOCFRSZJFPQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,https://www.amazon.com/product-reviews/B09XC5SKR2/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=4&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews,Robert Pattinson,https://www.amazon.com/gp/customer-reviews/R2O73Z611SG9RI/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09XC5SKR2,https://www.amazon.com/-/es/Robert-Pattinson/dp/B09XC5SKR2/ref=sr_1_1?keywords=the+batman&qid=1664324014&qu=eyJxc2MiOiI1LjI1IiwicXNhIjoiNC42NyIsInFzcCI6IjIuODAifQ%3D%3D&sprefix=the+batman%2Caps%2C217&sr=8-1
B09XC5SKR2,The Batman,4.5,558,spychic,,,,,,2.0,"July 15, 2022",United States,"Batman has had amazing and so-so releases in the franchise over the years. So if you step in to do a Batman movie, you are trying to satisfy 50 years of fan base. This effort is not worthy of viewing let alone reviewing, but I hope to spare some of you the pain the I felt for 3 hours. To me, this was this was directorial malpractice. Nod to Zoe Kravitz who was a brief shining light in a very dark portrayal....literally the film was shot so dark & grainy that it was impossible to see the action shots. Just look at the images and you get the idea. [John Turturro was a fine mob boss as well]. But dark films are not artsy, they're just impossible to see. It doesn't help that this rendition wanted to blur the lines between good and evil, or make believe everyone has both in them and is ergo unpredictable. Despite some Hollywood heavy hitters, this movie was wrongly cast from top to bottom, weak screenplay that was poorly acted, it was unengaging and shortsighted, and clumsy directing - just a blunder no matter how you spin it. Sets were abysmal. Nothing was believable. It was close to a campy version without committing to it. I barely continued watching it. Such a sleeper, I did doze off and had to finish later. But I did not realize I had not finished that's how God awful it was - only when I clicked on it again I saw 38 minutes remaining. Lol. Truly the WORST cast Batman in the history of this franchise. Everyone compared Pattinson from Twilight to this role, as if he was good in that series. To me, Pattinson is the same flat performances in all his films, he's boring and unconvincing, I honestly do not see what ppl applaud about his performances. Even Michael Keaton played him better. Pattinson is a forgettable one note, monotone masked man. I hated it seeing what he did to the character and how is horrific portrayal plummeted an epic series. Pattinson is just not polished enough to pull off Bruce Wayne, let alone imparting the moral compass guiding him as the Batman. As Batman, he was this pensive & angry unhappy character who never smiled once in 3 hours. As much as I hate to say it Christian Bale presented a near riveting performance compared to this CRAP Batman. Utter CRAP of a movie start to finish. As another reviewer noted, not one single character is likeable - not the character, the ACTING. happy it was free, but can't get the time back. I do not know how it did so well on Rotten Tomatoes, but like this review, a movie that meanders this much is a let down to the is a let down to the multiplex spectators in search of adrenaline but who in it's stead got virtuosity.",,Worst Batman Movie Ever,,https://www.amazon.com/gp/profile/amzn1.account.AGHA7QOLBQAVJTFONDZZE3S7YXJA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,https://www.amazon.com/product-reviews/B09XC5SKR2/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=41&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews,Robert Pattinson,https://www.amazon.com/gp/customer-reviews/R2MWRTTZEU679N/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09XC5SKR2,https://www.amazon.com/-/es/Robert-Pattinson/dp/B09XC5SKR2/ref=sr_1_1?keywords=the+batman&qid=1664324014&qu=eyJxc2MiOiI1LjI1IiwicXNhIjoiNC42NyIsInFzcCI6IjIuODAifQ%3D%3D&sprefix=the+batman%2Caps%2C217&sr=8-1
B09XC5SKR2,The Batman,4.5,558,Scott Heath,,Verified Purchase,,,,4.0,"September 19, 2022",United States,"When I watched this film I was less than thrilled, but then I notice how the BluRay Case Fits Perfectly with my other DC movies & it makes them all stand up straight! There's always a chance I could become intellectually diminished in my old age & start to like it, who knows?",,BluRay Case Fits Perfectly On Shelf!,1,https://www.amazon.com/gp/profile/amzn1.account.AHUGEJQESOZ4RIIY2M2MHGKOIINA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,https://www.amazon.com/product-reviews/B09XC5SKR2/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=55&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews,Robert Pattinson,https://www.amazon.com/gp/customer-reviews/R2LPLP4IMA5ZFB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09XC5SKR2,https://www.amazon.com/-/es/Robert-Pattinson/dp/B09XC5SKR2/ref=sr_1_1?keywords=the+batman&qid=1664324014&qu=eyJxc2MiOiI1LjI1IiwicXNhIjoiNC42NyIsInFzcCI6IjIuODAifQ%3D%3D&sprefix=the+batman%2Caps%2C217&sr=8-1
B09XC5SKR2,The Batman,4.5,558,JC,,Verified Purchase,,,,5.0,"June 23, 2022",United States 🇺🇸,Batman redefined and improved,,perfecy addition to the Batman series,,https://www.amazon.com/gp/profile/amzn1.account.AEFDUJP4ZD3QWM5PBUFB7CCKOUNA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,https://www.amazon.com/product-reviews/B09XC5SKR2/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=52&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews,Robert Pattinson,https://www.amazon.com/gp/customer-reviews/R31HU9NSIGDZF2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09XC5SKR2,https://www.amazon.com/-/es/Robert-Pattinson/dp/B09XC5SKR2/ref=sr_1_1?keywords=the+batman&qid=1664324014&qu=eyJxc2MiOiI1LjI1IiwicXNhIjoiNC42NyIsInFzcCI6IjIuODAifQ%3D%3D&sprefix=the+batman%2Caps%2C217&sr=8-1
B09XC5SKR2,The Batman,4.5,558,Kevin Vantrease,,,,,,5.0,"April 18, 2022",United States 🇺🇸,The suspense was great,,Brutal,1,https://www.amazon.com/gp/profile/amzn1.account.AHXTHB7STAR6YPJ4FU5F5QOD42TA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,https://www.amazon.com/product-reviews/B09XC5SKR2/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=40&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews,Robert Pattinson,https://www.amazon.com/gp/customer-reviews/R1DU5OMZCHHID1/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09XC5SKR2,https://www.amazon.com/-/es/Robert-Pattinson/dp/B09XC5SKR2/ref=sr_1_1?keywords=the+batman&qid=1664324014&qu=eyJxc2MiOiI1LjI1IiwicXNhIjoiNC42NyIsInFzcCI6IjIuODAifQ%3D%3D&sprefix=the+batman%2Caps%2C217&sr=8-1
B09XC5SKR2,The Batman,4.5,558,Joe,,Verified Purchase,,,,3.0,"May 26, 2022",United States 🇺🇸,"As for someone who has been a Batman fan since 1955, this movie was ""different"" I didn't find it to be a bad movie, but I didn't find it to be anything to crow about either. As far as Batman movies go, it was slow paced and rather dull. If you're hoping for a pretentious movie that aspires to be much more than a comic book adaptation, then this movie is probably just what you're looking for. If you're looking for a moody man in a Batman costume who rarely has anything even remotely like a real conversation with another human being, then this movie is for you. If you're hoping for an angry man filled with vengeance who is one step away from therapy or prison, then this Batman is for you. But if you're looking for a faithful adaptation of what Batman has been and meant to his loyal fans since the beginning, then this probably won't make you smile. As for those who rave about this adaptation of Batman, all I can say is that some people are much more easily impressed than others. This is a moody melodrama, and worth watching. But in my opinion, this is nowhere near the best or even one of the best Batman efforts that could have been done.",,Middle of the Road Batman Fare,2,https://www.amazon.com/gp/profile/amzn1.account.AGEXE2CNIDMVJUBF5GQQ3HC2KQCA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,https://www.amazon.com/product-reviews/B09XC5SKR2/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=11&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews,Robert Pattinson,https://www.amazon.com/gp/customer-reviews/RQIO1R47FBT0J/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09XC5SKR2,https://www.amazon.com/-/es/Robert-Pattinson/dp/B09XC5SKR2/ref=sr_1_1?keywords=the+batman&qid=1664324014&qu=eyJxc2MiOiI1LjI1IiwicXNhIjoiNC42NyIsInFzcCI6IjIuODAifQ%3D%3D&sprefix=the+batman%2Caps%2C217&sr=8-1
B09XC5SKR2,The Batman,4.5,558,Johnnie Baldwin,,Verified Purchase,,,,5.0,"September 21, 2022",United States 🇺🇸,I got it in the mail today and I am going to enjoy this for a very long time thanks again and please be careful and safe and have a great and wonderful summer season and a great year it's almost fall season,,Batman,,https://www.amazon.com/gp/profile/amzn1.account.AES5TNPBWWTQOV5HR7QEONYRTBGQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,https://www.amazon.com/product-reviews/B09XC5SKR2/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=52&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews,Robert Pattinson,https://www.amazon.com/gp/customer-reviews/R8ADQCA3FSUAW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09XC5SKR2,https://www.amazon.com/-/es/Robert-Pattinson/dp/B09XC5SKR2/ref=sr_1_1?keywords=the+batman&qid=1664324014&qu=eyJxc2MiOiI1LjI1IiwicXNhIjoiNC42NyIsInFzcCI6IjIuODAifQ%3D%3D&sprefix=the+batman%2Caps%2C217&sr=8-1
B09XC5SKR2,The Batman,4.5,558,HARALD G. HALL,,Verified Purchase,,,,5.0,"June 01, 2022",United States,worth the time to watch. good acting and lots of action.,,worth watching,1,https://www.amazon.com/gp/profile/amzn1.account.AF5EFG7WQXNMOCGEDXQ6O6NCVSBA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,https://www.amazon.com/product-reviews/B09XC5SKR2/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=21&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews,Robert Pattinson,https://www.amazon.com/gp/customer-reviews/R24M2UCL0MMH8F/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09XC5SKR2,https://www.amazon.com/-/es/Robert-Pattinson/dp/B09XC5SKR2/ref=sr_1_1?keywords=the+batman&qid=1664324014&qu=eyJxc2MiOiI1LjI1IiwicXNhIjoiNC42NyIsInFzcCI6IjIuODAifQ%3D%3D&sprefix=the+batman%2Caps%2C217&sr=8-1
B09XC5SKR2,The Batman,4.5,558,Melanie,,,,,,5.0,"April 18, 2022",United States 🇺🇸,Great movie!,,Loved almost everything about this movie!,7,https://www.amazon.com/gp/profile/amzn1.account.AF5ZEC6G64U7LQDABLKPUIWGIEJQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,https://www.amazon.com/product-reviews/B09XC5SKR2/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=40&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews,Robert Pattinson,https://www.amazon.com/gp/customer-reviews/RS4XPLX54UB32/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09XC5SKR2,https://www.amazon.com/-/es/Robert-Pattinson/dp/B09XC5SKR2/ref=sr_1_1?keywords=the+batman&qid=1664324014&qu=eyJxc2MiOiI1LjI1IiwicXNhIjoiNC42NyIsInFzcCI6IjIuODAifQ%3D%3D&sprefix=the+batman%2Caps%2C217&sr=8-1
B09XC5SKR2,The Batman,4.5,558,David,,,,,,5.0,"April 19, 2022",United States,"Matt Reeves delivers a true to the source material live action Batman thriller that leans heavier into the the title “World’s Greatest Detective”. Grounded, cinematically beautiful and engaging, The Batman is perhaps the grittiest take on the character while taking inspiration from works such as Year One and The Long Halloween. Though not a perfect film and a bit too long, real fans of Batman, his rogues and the world of Gotham are in for a treat.",,Top 3 Batman Film of All Time,12,https://www.amazon.com/gp/profile/amzn1.account.AGRL2LS7O2EAORZOK5VUURZ2UOTA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,https://www.amazon.com/product-reviews/B09XC5SKR2/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=38&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews,Robert Pattinson,https://www.amazon.com/gp/customer-reviews/R2JV09N7SU0ELU/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09XC5SKR2,https://www.amazon.com/-/es/Robert-Pattinson/dp/B09XC5SKR2/ref=sr_1_1?keywords=the+batman&qid=1664324014&qu=eyJxc2MiOiI1LjI1IiwicXNhIjoiNC42NyIsInFzcCI6IjIuODAifQ%3D%3D&sprefix=the+batman%2Caps%2C217&sr=8-1
B09XC5SKR2,The Batman,4.5,558,Nameless,,Verified Purchase,,,,5.0,"July 07, 2022",United States,"""Something in the way"" was one of my favorite Nirvana songs when I was a teenager. Now in my 40s it's still a favorite, but the BBC live recording is much better than the album version, imho. I would have loved hearing that one, but the album version is used very effectively. Gothic. Dark. Perfect. The original comics had him getting around in more conventional (less theatrical) vehicles. So I loved seeing him riding a normal motorcycle, and a conventional muscle car with a custom afterburner in the trunk! Awesome! They turned mythical characters back into everyday people with exceptional skill and tech. Which is how it all started.",,Very gritty incarnation of Batman that reminds me of the original comics and The Crow (1994),,https://www.amazon.com/gp/profile/amzn1.account.AEGHGCVMKL3EVDTRWOQ3TPVVP7IA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,https://www.amazon.com/product-reviews/B09XC5SKR2/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=7&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews,Robert Pattinson,https://www.amazon.com/gp/customer-reviews/R3XN3CKW2XQZA/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09XC5SKR2,https://www.amazon.com/-/es/Robert-Pattinson/dp/B09XC5SKR2/ref=sr_1_1?keywords=the+batman&qid=1664324014&qu=eyJxc2MiOiI1LjI1IiwicXNhIjoiNC42NyIsInFzcCI6IjIuODAifQ%3D%3D&sprefix=the+batman%2Caps%2C217&sr=8-1
B09XC5SKR2,The Batman,4.5,558,Philip Trotter,,,,,,5.0,"June 01, 2022",United States 🇺🇸,This is Is my second favorite Batman movie next to the dark Knight but this was very well done great story line reminded me more of the comics than even Batman beforehand but you’re one yes they took a lot of great stories and put it all in one,,A good Batman with a good villain too,,https://www.amazon.com/gp/profile/amzn1.account.AFNFBUK7PP5ZXFKW7WSX55RQWVPQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,https://www.amazon.com/product-reviews/B09XC5SKR2/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=34&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews,Robert Pattinson,https://www.amazon.com/gp/customer-reviews/RIS2B54V2Y15D/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09XC5SKR2,https://www.amazon.com/-/es/Robert-Pattinson/dp/B09XC5SKR2/ref=sr_1_1?keywords=the+batman&qid=1664324014&qu=eyJxc2MiOiI1LjI1IiwicXNhIjoiNC42NyIsInFzcCI6IjIuODAifQ%3D%3D&sprefix=the+batman%2Caps%2C217&sr=8-1
B09XC5SKR2,The Batman,4.5,558,DJ,,,,,,4.0,"June 14, 2022",United States,"I enjoyed it, I would give it 4.25 stars if I could .. (hint hint) Good Movie",,Good Movie,,https://www.amazon.com/gp/profile/amzn1.account.AG3MME4YJK422UDYYZIOQ5VOSYZA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,https://www.amazon.com/product-reviews/B09XC5SKR2/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=29&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews,Robert Pattinson,https://www.amazon.com/gp/customer-reviews/R3HA1IH7IFVCGJ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09XC5SKR2,https://www.amazon.com/-/es/Robert-Pattinson/dp/B09XC5SKR2/ref=sr_1_1?keywords=the+batman&qid=1664324014&qu=eyJxc2MiOiI1LjI1IiwicXNhIjoiNC42NyIsInFzcCI6IjIuODAifQ%3D%3D&sprefix=the+batman%2Caps%2C217&sr=8-1
B09XC5SKR2,The Batman,4.5,558,john xavier,,Verified Purchase,,,,2.0,"September 05, 2022",United States 🇺🇸,"I'm in my sixties. I read batman comics. I was a youth when the t.v. show was on. I've enthusiastically watched every one of the batman movies. Okay the one with George Clooney was pretty bad. So was the 3rd Christian bale movie, not because of Bale, but because of Bane, worst villain ever. Yet, even that movie is still entertaining. You're probably thinking I don't like Robert Pattenson. You're wrong. I actually think he was born for this role. It's the director and the writing that is atrocious. There's nothing entertaining about this movie. If you've always loved everything Batman, do yourself a favor. Rent this to view, don't buy it, you'll feel cheated.",,The Batman franchise is dead,1,https://www.amazon.com/gp/profile/amzn1.account.AGYACI4QGAKOIDZ46ZIP7OEPRTPA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,https://www.amazon.com/product-reviews/B09XC5SKR2/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=20&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews,Robert Pattinson,https://www.amazon.com/gp/customer-reviews/R183OW6G8L2Q5E/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09XC5SKR2,https://www.amazon.com/-/es/Robert-Pattinson/dp/B09XC5SKR2/ref=sr_1_1?keywords=the+batman&qid=1664324014&qu=eyJxc2MiOiI1LjI1IiwicXNhIjoiNC42NyIsInFzcCI6IjIuODAifQ%3D%3D&sprefix=the+batman%2Caps%2C217&sr=8-1
B09XC5SKR2,The Batman,4.5,558,Shawn R. Mullen,,Verified Purchase,,,,3.0,"August 31, 2022",United States,Several scenes had exact lines from other Batman movies- the bat mobile was a disgrace to all prior Batman movies- there was at least one scene that they inserted a bunch of woke bs. If I watched it again and paid attention to this I would probably find more. If there was a little more originality to the writing and they left the woke bs out I would have rated it higher- Hollywood needs to go back to entertaining and stop trying to brainwash the public for the liberals,,Really???,2,https://www.amazon.com/gp/profile/amzn1.account.AFDOMKE4ZMHCGJZF2PSYW74JIGAQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,https://www.amazon.com/product-reviews/B09XC5SKR2/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=9&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews,Robert Pattinson,https://www.amazon.com/gp/customer-reviews/R3Q2QSDAWT8O57/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09XC5SKR2,https://www.amazon.com/-/es/Robert-Pattinson/dp/B09XC5SKR2/ref=sr_1_1?keywords=the+batman&qid=1664324014&qu=eyJxc2MiOiI1LjI1IiwicXNhIjoiNC42NyIsInFzcCI6IjIuODAifQ%3D%3D&sprefix=the+batman%2Caps%2C217&sr=8-1
B09XC5SKR2,The Batman,4.5,558,Lazarus,,,,,,2.0,"July 05, 2022",United States,"SPOILER ALERT: This movie sucks. Everything Batman is supposed to be, he is not in this movie. Batman is supposed to be a genius, an inventor, a great detective, fast, strong, etc. He is none of these things in this movie. His detective work is late on every move, so he shows up after the crime is either committed or being committed. He gets beat up in almost every fight. He has the weakest gadgets of any batman, ever. Ok, then you'll say maybe the story is good. The story drags all the way until the end with a lackluster, anticlimactic short fizzle which made think why the #311 did I waste 3 hours of my life on this. This made Snyder's cut of Justice League seem like a masterpiece. I absolutely do not recommend this movie and am thoroughly disappointed in where they've taken this character.",,Boooooooring...,1,https://www.amazon.com/gp/profile/amzn1.account.AGZ5HQY42NXUBYVPGRVAJUMXG6HA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,https://www.amazon.com/product-reviews/B09XC5SKR2/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=41&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews,Robert Pattinson,https://www.amazon.com/gp/customer-reviews/RVV357L95DOCW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09XC5SKR2,https://www.amazon.com/-/es/Robert-Pattinson/dp/B09XC5SKR2/ref=sr_1_1?keywords=the+batman&qid=1664324014&qu=eyJxc2MiOiI1LjI1IiwicXNhIjoiNC42NyIsInFzcCI6IjIuODAifQ%3D%3D&sprefix=the+batman%2Caps%2C217&sr=8-1
B09XC5SKR2,The Batman,4.5,558,Danny Dixon,,Verified Purchase,,,,5.0,"August 10, 2022",United States 🇺🇸,"This is just another dark, depressing Batman movie to please the woke mob that is running the movie industry. The movie has no wow factor, it destroys the historical characters of the villians and leaves you less than entertained. You will be a lot HAPPIER by not seeing this scicotic downer.",,Not the Batman I Grew Up With,1,https://www.amazon.com/gp/profile/amzn1.account.AEMJV4DFWLZGXFIHT2FESK6TK2PQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,https://www.amazon.com/product-reviews/B09XC5SKR2/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&pageNumber=5&filterByStar=all_stars&sortBy=helpful&reviewerType=all_reviews,Robert Pattinson,https://www.amazon.com/gp/customer-reviews/RMX0PEE3HWI07/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09XC5SKR2,https://www.amazon.com/-/es/Robert-Pattinson/dp/B09XC5SKR2/ref=sr_1_1?keywords=the+batman&qid=1664324014&qu=eyJxc2MiOiI1LjI1IiwicXNhIjoiNC42NyIsInFzcCI6IjIuODAifQ%3D%3D&sprefix=the+batman%2Caps%2C217&sr=8-1
